Node	Total SNPs	Num of SNPs inside recombinations	Num of SNPs outside recombinations	Num of Recombination Blocks	Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
514	435	79	16	623863	5.506329	0.202532	2164801	1566669
14	0	14	0	619407	0.000000	0.000000	2142872	1547754
4	0	4	0	619407	0.000000	0.000000	2142128	1548334
2	0	2	0	619407	0.000000	0.000000	2143608	1549752
55	17	38	2	619407	0.447368	0.052632	2144780	1550682
35	11	24	1	619407	0.458333	0.041667	2146442	1551917
15	13	2	1	619407	6.500000	0.500000	2151354	1554932
12	0	12	0	619407	0.000000	0.000000	2151447	1554994
21	11	10	1	619407	1.100000	0.100000	2152484	1555734
19	9	10	1	619407	0.900000	0.100000	2138427	1543649
101	77	24	6	619407	3.208333	0.250000	2154448	1557238
20	9	11	2	619521	0.818182	0.181818	2137129	1544210
8	0	8	0	619407	0.000000	0.000000	2149608	1553969
3	0	3	0	619407	0.000000	0.000000	2152269	1556158
8	6	2	1	619407	3.000000	0.500000	2156015	1558500
12	5	7	1	619407	0.714286	0.142857	2156059	1558529
25	11	14	2	619407	0.785714	0.142857	2156431	1558729
52	19	33	2	619407	0.575758	0.060606	2150448	1555201
88	68	20	5	619407	3.400000	0.250000	2151491	1556020
45	12	33	2	619407	0.363636	0.060606	2161432	1563096
55	37	18	4	619407	2.055556	0.222222	2163487	1564714
1715	1451	264	46	619407	5.496212	0.174242	2171496	1659657
10	5	5	1	524037	1.000000	0.200000	2141314	1633227
8	0	8	0	524037	0.000000	0.000000	2147691	1637831
295	218	77	13	524037	2.831169	0.168831	2175721	1662337
8	0	8	0	623019	0.000000	0.000000	2150930	1547381
76	51	25	3	623019	2.040000	0.120000	2156037	1556231
34	22	12	1	618611	1.833333	0.083333	2158670	1558321
574	543	31	14	627321	17.516129	0.451613	2151782	1553417
127	113	14	4	618611	8.071428	0.285714	2166160	1564363
1791	1518	273	37	618611	5.560440	0.135531	2170374	1620232
953	809	144	27	564686	5.618055	0.187500	2178964	1666795
662	537	125	22	524037	4.296000	0.176000	2190588	1690831
267	219	48	18	509013	4.562500	0.375000	2201242	1709741
144	114	30	8	497027	3.800000	0.266667	2201864	1709844
1060	963	97	16	497027	9.927835	0.164948	2202471	1732661
96	89	7	6	490390	12.714286	0.857143	2150739	1671885
99	81	18	6	568293	4.500000	0.333333	2134253	1590189
2601	2188	413	48	563387	5.297821	0.116223	2144875	1665272
1087	960	127	30	488138	7.559055	0.236220	2166840	1699076
798	658	140	26	473370	4.700000	0.185714	2204427	1744690
15	0	15	0	509215	0.000000	0.000000	2142361	1647619
968	681	287	26	509215	2.372822	0.090592	2185930	1689436
1629	1273	356	36	508252	3.575843	0.101124	2196829	1735552
81	69	12	3	511130	5.750000	0.250000	2141022	1641219
581	538	43	18	511130	12.511628	0.418605	2144193	1682291
30	13	17	2	471861	0.764706	0.117647	2150510	1688669
42	16	26	3	471861	0.615385	0.115385	2146474	1685074
28	11	17	1	471861	0.647059	0.058824	2159397	1696867
368	268	100	16	471861	2.680000	0.160000	2165554	1708150
649	472	177	18	465729	2.666667	0.101695	2204663	1745940
292	246	46	15	462251	5.347826	0.326087	2219058	1770148
161	88	73	7	451334	1.205480	0.095890	2219141	1770300
205	156	49	13	451257	3.183673	0.265306	2219145	1770877
1172	969	203	29	450685	4.773399	0.142857	2219672	1829826
1765	1095	670	25	392259	1.634328	0.037313	2219874	1859207
2186	1342	844	29	361760	1.590047	0.034360	2223203	1909530
2758	1427	1331	30	313902	1.072126	0.022539	2225133	1952117
3212	1303	1909	30	366458	0.682556	0.015715	2149121	1821241
8	4	4	1	419475	1.000000	0.250000	2140691	1731758
5	0	5	0	429326	0.000000	0.000000	2138242	1720058
61	45	16	4	429326	2.812500	0.250000	2145383	1726446
206	175	31	9	428157	5.645161	0.290323	2149059	1729797
80	57	23	6	427866	2.478261	0.260870	2154573	1739563
104	74	30	4	422482	2.466667	0.133333	2155250	1743155
339	283	56	15	419475	5.053571	0.267857	2157426	1765960
380	297	83	13	398790	3.578313	0.156627	2160001	1788374
3463	1736	1727	36	377986	1.005211	0.020845	2161917	1834670
4058	1848	2210	37	331001	0.836199	0.016742	2183438	1911425
1865	864	1001	27	273196	0.863137	0.026973	2226429	1990275
2296	970	1326	26	236247	0.731523	0.019608	2226625	2051983
1142	331	811	14	174734	0.408138	0.017263	2228213	2066801
322	235	87	9	451667	2.701149	0.103448	2139651	1711469
151	65	86	6	441308	0.755814	0.069767	2146059	1725582
1080	830	250	30	433279	3.320000	0.120000	2158661	1796997
28	19	9	2	377243	2.111111	0.222222	2129606	1764851
114	79	35	3	377243	2.257143	0.085714	2136965	1773069
0	0	0	0	446982	0.000000	0.000000	2131560	1701355
79	57	22	3	446982	2.590909	0.136364	2128966	1699615
1376	1141	235	25	446982	4.855319	0.106383	2137251	1772796
457	378	79	16	376197	4.784810	0.202532	2153535	1793414
453	336	117	11	370440	2.871795	0.094017	2169784	1810884
166	146	20	10	456916	7.300000	0.500000	2133105	1706706
205	161	44	7	440535	3.659091	0.159091	2137382	1718254
1188	1010	178	27	433124	5.674157	0.151685	2141398	1784397
1244	751	493	25	366934	1.523327	0.050710	2176043	1859075
3356	1387	1969	30	324450	0.704418	0.015236	2189584	1922065
0	0	0	0	412899	0.000000	0.000000	2151044	1748122
6	0	6	0	412899	0.000000	0.000000	2156782	1753515
219	141	78	5	412899	1.807692	0.064103	2158585	1755868
133	63	70	8	412356	0.900000	0.114286	2160258	1759215
1622	988	634	28	412293	1.558360	0.044164	2170799	1841878
4180	1921	2259	38	334669	0.850376	0.016822	2180431	1913306
4542	2195	2347	45	271500	0.935236	0.019173	2206753	2045540
1237	298	939	12	161496	0.317359	0.012780	2228702	2087313
510	200	310	5	352555	0.645161	0.016129	2100524	1774789
4666	2019	2647	43	338192	0.762750	0.016245	2148564	1873210
3367	1648	1719	38	387322	0.958697	0.022106	2109134	1806799
3628	1465	2163	34	351358	0.677300	0.015719	2088283	1779709
3886	1546	2340	34	316244	0.660684	0.014530	2177587	1896086
4051	2270	1781	45	285006	1.274565	0.025267	2199053	2058315
1137	303	834	11	141473	0.363309	0.013189	2228900	2094001
4563	1874	2689	37	219226	0.696913	0.013760	2184870	2051383
2056	871	1185	23	134986	0.735021	0.019409	2228951	2228951
0	0	0	0	0	0.000000	0.000000	2232025	2232025
